munCode,munName,capital,provinceCode,provinceName
09287,Quintanaortuño,Quintanaortuño,09,Burgos
09288,Quintanapalla,Quintanapalla,09,Burgos
09289,Quintanar de la Sierra,Quintanar de la Sierra,09,Burgos
09292,Quintanavides,Quintanavides,09,Burgos
09294,Quintanilla de la Mata,Quintanilla de la Mata,09,Burgos
09295,Quintanilla del Coco,Quintanilla del Coco,09,Burgos
09297,Quintanillas, Las,Quintanillas, Las,09,Burgos
09298,Quintanilla San García,Quintanilla San García,09,Burgos
09301,Quintanilla Vivar,Quintanilla Vivar,09,Burgos
09302,Rabanera del Pinar,Rabanera del Pinar,09,Burgos
09303,Rábanos,Rábanos,09,Burgos
09304,Rabé de las Calzadas,Rabé de las Calzadas,09,Burgos
09306,Rebolledo de la Torre,Rebolledo de la Torre,09,Burgos
09307,Redecilla del Camino,Redecilla del Camino,09,Burgos
09308,Redecilla del Campo,Redecilla del Campo,09,Burgos
09309,Regumiel de la Sierra,Regumiel de la Sierra,09,Burgos
09310,Reinoso,Reinoso de Bureba,09,Burgos
09311,Retuerta,Retuerta,09,Burgos
09312,Revilla y Ahedo, La,Revilla, La,09,Burgos
09314,Revilla del Campo,Revilla del Campo,09,Burgos
09315,Revillarruz,Revillarruz,09,Burgos
09316,Revilla Vallejera,Revilla Vallejera,09,Burgos
09317,Rezmondo,Rezmondo,09,Burgos
09318,Riocavado de la Sierra,Riocavado de la Sierra,09,Burgos
09321,Roa,Roa,09,Burgos
09323,Rojas,Rojas,09,Burgos
09325,Royuela de Río Franco,Royuela de Río Franco,09,Burgos
09326,Rubena,Rubena,09,Burgos
09327,Rublacedo de Abajo,Rublacedo de Abajo,09,Burgos
09328,Rucandio,Rucandio,09,Burgos
09329,Salas de Bureba,Salas de Bureba,09,Burgos
09330,Salas de los Infantes,Salas de los Infantes,09,Burgos
09332,Saldaña de Burgos,Saldaña de Burgos,09,Burgos
09334,Salinillas de Bureba,Salinillas de Bureba,09,Burgos
09335,San Adrián de Juarros,San Adrián de Juarros,09,Burgos
09337,San Juan del Monte,San Juan del Monte,09,Burgos
09338,San Mamés de Burgos,San Mamés de Burgos,09,Burgos
09339,San Martín de Rubiales,San Martín de Rubiales,09,Burgos
09340,San Millán de Lara,San Millán de Lara,09,Burgos
09343,Santa Cecilia,Santa Cecilia,09,Burgos
09345,Santa Cruz de la Salceda,Santa Cruz de la Salceda,09,Burgos
09346,Santa Cruz del Valle Urbión,Santa Cruz del Valle Urbión,09,Burgos
09347,Santa Gadea del Cid,Santa Gadea del Cid,09,Burgos
09348,Santa Inés,Santa Inés,09,Burgos
09350,Santa María del Campo,Santa María del Campo,09,Burgos
09351,Santa María del Invierno,Santa María del Invierno,09,Burgos
09352,Santa María del Mercadillo,Santa María del Mercadillo,09,Burgos
09353,Santa María Rivarredonda,Santa María Rivarredonda,09,Burgos
09354,Santa Olalla de Bureba,Santa Olalla de Bureba,09,Burgos
09355,Santibáñez de Esgueva,Santibáñez de Esgueva,09,Burgos
09356,Santibáñez del Val,Santibáñez del Val,09,Burgos
09358,Santo Domingo de Silos,Santo Domingo de Silos,09,Burgos
09360,San Vicente del Valle,San Vicente del Valle,09,Burgos
09361,Sargentes de la Lora,Sargentes de la Lora,09,Burgos
09362,Sarracín,Sarracín,09,Burgos
09363,Sasamón,Sasamón,09,Burgos
09365,Sequera de Haza, La,Sequera de Haza, La,09,Burgos
09366,Solarana,Solarana,09,Burgos
09368,Sordillos,Sordillos,09,Burgos
09369,Sotillo de la Ribera,Sotillo de la Ribera,09,Burgos
09372,Sotragero,Sotragero,09,Burgos
09373,Sotresgudo,Sotresgudo,09,Burgos
09374,Susinos del Páramo,Susinos del Páramo,09,Burgos
09375,Tamarón,Tamarón,09,Burgos
09377,Tardajos,Tardajos,09,Burgos
09378,Tejada,Tejada,09,Burgos
09380,Terradillos de Esgueva,Terradillos de Esgueva,09,Burgos
09381,Tinieblas de la Sierra,Tinieblas,09,Burgos
09382,Tobar,Tobar,09,Burgos
09384,Tordómar,Tordómar,09,Burgos
09386,Torrecilla del Monte,Torrecilla del Monte,09,Burgos
09387,Torregalindo,Torregalindo,09,Burgos
09388,Torrelara,Torrelara,09,Burgos
09389,Torrepadre,Torrepadre,09,Burgos
09390,Torresandino,Torresandino,09,Burgos
09391,Tórtoles de Esgueva,Tórtoles de Esgueva,09,Burgos
09392,Tosantos,Tosantos,09,Burgos
09394,Trespaderne,Trespaderne,09,Burgos
09395,Tubilla del Agua,Tubilla del Agua,09,Burgos
09396,Tubilla del Lago,Tubilla del Lago,09,Burgos
09398,Úrbel del Castillo,Úrbel del Castillo,09,Burgos
09400,Vadocondes,Vadocondes,09,Burgos
09403,Valdeande,Valdeande,09,Burgos
09405,Valdezate,Valdezate,09,Burgos
09406,Valdorros,Valdorros,09,Burgos
09407,Valmala,Valmala,09,Burgos
09408,Vallarta de Bureba,Vallarta de Bureba,09,Burgos
09409,Valle de Manzanedo,Manzanedo,09,Burgos
09410,Valle de Mena,Villasana de Mena,09,Burgos
09411,Valle de Oca,Villanasur Río de Oca,09,Burgos
09412,Valle de Tobalina,Quintana Martín Galíndez,09,Burgos
09413,Valle de Valdebezana,Soncillo,09,Burgos
09414,Valle de Valdelaguna,Huerta de Abajo,09,Burgos
09415,Valle de Valdelucio,Quintanas de Valdelucio,09,Burgos
09416,Valle de Zamanzas,Gallejones,09,Burgos
09417,Vallejera,Vallejera,09,Burgos
09418,Valles de Palenzuela,Valles de Palenzuela,09,Burgos
09419,Valluércanes,Valluércanes,09,Burgos
09421,Vid y Barrios, La,Zuzones,09,Burgos
09422,Vid de Bureba, La,Vid de Bureba, La,09,Burgos
09423,Vileña,Vileña,09,Burgos
09424,Viloria de Rioja,Viloria de Rioja,09,Burgos
09425,Vilviestre del Pinar,Vilviestre del Pinar,09,Burgos
09427,Villadiego,Villadiego,09,Burgos
09428,Villaescusa de Roa,Villaescusa de Roa,09,Burgos
09429,Villaescusa la Sombría,Villaescusa la Sombría,09,Burgos
09430,Villaespasa,Villaespasa,09,Burgos
09431,Villafranca Montes de Oca,Villafranca Montes de Oca,09,Burgos
09432,Villafruela,Villafruela,09,Burgos
09433,Villagalijo,Villagalijo,09,Burgos
09434,Villagonzalo Pedernales,Villagonzalo Pedernales,09,Burgos
09437,Villahoz,Villahoz,09,Burgos
09438,Villalba de Duero,Villalba de Duero,09,Burgos
09439,Villalbilla de Burgos,Villalbilla de Burgos,09,Burgos
09440,Villalbilla de Gumiel,Villalbilla de Gumiel,09,Burgos
09441,Villaldemiro,Villaldemiro,09,Burgos
09442,Villalmanzo,Villalmanzo,09,Burgos
09443,Villamayor de los Montes,Villamayor de los Montes,09,Burgos
09444,Villamayor de Treviño,Villamayor de Treviño,09,Burgos
09445,Villambistia,Villambistia,09,Burgos
09446,Villamedianilla,Villamedianilla,09,Burgos
09447,Villamiel de la Sierra,Villamiel de la Sierra,09,Burgos
09448,Villangómez,Villangómez,09,Burgos
09449,Villanueva de Argaño,Villanueva de Argaño,09,Burgos
09450,Villanueva de Carazo,Villanueva de Carazo,09,Burgos
09451,Villanueva de Gumiel,Villanueva de Gumiel,09,Burgos
09454,Villanueva de Teba,Villanueva de Teba,09,Burgos
09455,Villaquirán de la Puebla,Villaquirán de la Puebla,09,Burgos
09456,Villaquirán de los Infantes,Villaquirán de los Infantes,09,Burgos
09458,Villariezo,Villariezo,09,Burgos
09460,Villasandino,Villasandino,09,Burgos
09463,Villasur de Herreros,Villasur de Herreros,09,Burgos
09464,Villatuelda,Villatuelda,09,Burgos
09466,Villaverde del Monte,Villaverde del Monte,09,Burgos
09467,Villaverde-Mogina,Villaverde-Mogina,09,Burgos
09471,Villayerno Morquillas,Villayerno Morquillas,09,Burgos
09472,Villazopeque,Villazopeque,09,Burgos
09473,Villegas,Villegas,09,Burgos
09476,Villoruebo,Villoruebo,09,Burgos
09478,Vizcaínos,Vizcaínos,09,Burgos
09480,Zael,Zael,09,Burgos
09482,Zarzosa de Río Pisuerga,Zarzosa de Río Pisuerga,09,Burgos
09483,Zazuar,Zazuar,09,Burgos
09485,Zuñeda,Zuñeda,09,Burgos
09901,Quintanilla del Agua y Tordueles,Quintanilla del Agua,09,Burgos
09902,Valle de Santibáñez,Santibáñez Zarzaguda,09,Burgos
09903,Villarcayo de Merindad de Castilla la Vieja,Villarcayo,09,Burgos
09904,Valle de las Navas,Rioseras,09,Burgos
09905,Valle de Sedano,Sedano,09,Burgos
09906,Merindad de Río Ubierna,Sotopalacios,09,Burgos
09907,Alfoz de Quintanadueñas,Quintanadueñas,09,Burgos
09908,Valle de Losa,Cañón, El,09,Burgos
10001,Abadía,Abadía,10,Cáceres
10002,Abertura,Abertura,10,Cáceres
10003,Acebo,Acebo,10,Cáceres
10004,Acehúche,Acehúche,10,Cáceres
10005,Aceituna,Aceituna,10,Cáceres
10006,Ahigal,Ahigal,10,Cáceres
10007,Albalá,Albalá,10,Cáceres
10008,Alcántara,Alcántara,10,Cáceres
10009,Alcollarín,Alcollarín,10,Cáceres
10010,Alcuéscar,Alcuéscar,10,Cáceres
10011,Aldeacentenera,Aldeacentenera,10,Cáceres
10012,Aldea del Cano,Aldea del Cano,10,Cáceres
10013,Aldea del Obispo, La,Aldea del Obispo, La,10,Cáceres
10014,Aldeanueva de la Vera,Aldeanueva de la Vera,10,Cáceres
10015,Aldeanueva del Camino,Aldeanueva del Camino,10,Cáceres
10016,Aldehuela de Jerte,Aldehuela de Jerte,10,Cáceres
10017,Alía,Alía,10,Cáceres
10018,Aliseda,Aliseda,10,Cáceres
10019,Almaraz,Almaraz,10,Cáceres
10020,Almoharín,Almoharín,10,Cáceres
10021,Arroyo de la Luz,Arroyo de la Luz,10,Cáceres
10022,Arroyomolinos de la Vera,Arroyomolinos de la Vera,10,Cáceres
10023,Arroyomolinos,Arroyomolinos,10,Cáceres
10024,Baños de Montemayor,Baños de Montemayor,10,Cáceres
10025,Barrado,Barrado,10,Cáceres
10026,Belvís de Monroy,Belvís de Monroy,10,Cáceres
10027,Benquerencia,Benquerencia,10,Cáceres
10028,Berrocalejo,Berrocalejo,10,Cáceres
10029,Berzocana,Berzocana,10,Cáceres
10030,Bohonal de Ibor,Bohonal de Ibor,10,Cáceres
10031,Botija,Botija,10,Cáceres
10032,Brozas,Brozas,10,Cáceres
10033,Cabañas del Castillo,Cabañas del Castillo,10,Cáceres
10034,Cabezabellosa,Cabezabellosa,10,Cáceres
10035,Cabezuela del Valle,Cabezuela del Valle,10,Cáceres
10036,Cabrero,Cabrero,10,Cáceres
10037,Cáceres,Cáceres,10,Cáceres
10038,Cachorrilla,Cachorrilla,10,Cáceres
10039,Cadalso,Cadalso,10,Cáceres
10040,Calzadilla,Calzadilla,10,Cáceres
10041,Caminomorisco,Caminomorisco,10,Cáceres
10042,Campillo de Deleitosa,Campillo de Deleitosa,10,Cáceres
10043,Campo Lugar,Campo Lugar,10,Cáceres
10044,Cañamero,Cañamero,10,Cáceres
10045,Cañaveral,Cañaveral,10,Cáceres
10046,Carbajo,Carbajo,10,Cáceres
10047,Carcaboso,Carcaboso,10,Cáceres
10048,Carrascalejo,Carrascalejo,10,Cáceres
10049,Casar de Cáceres,Casar de Cáceres,10,Cáceres
10050,Casar de Palomero,Casar de Palomero,10,Cáceres
10051,Casares de las Hurdes,Casares de las Hurdes,10,Cáceres
10052,Casas de Don Antonio,Casas de Don Antonio,10,Cáceres
10053,Casas de Don Gómez,Casas de Don Gómez,10,Cáceres
10054,Casas del Castañar,Casas del Castañar,10,Cáceres
10055,Casas del Monte,Casas del Monte,10,Cáceres
10056,Casas de Millán,Casas de Millán,10,Cáceres
10057,Casas de Miravete,Casas de Miravete,10,Cáceres
10058,Casatejada,Casatejada,10,Cáceres
10059,Casillas de Coria,Casillas de Coria,10,Cáceres
10060,Castañar de Ibor,Castañar de Ibor,10,Cáceres
10061,Ceclavín,Ceclavín,10,Cáceres
10062,Cedillo,Cedillo,10,Cáceres
10063,Cerezo,Cerezo,10,Cáceres
10064,Cilleros,Cilleros,10,Cáceres
10065,Collado,Collado,10,Cáceres
10066,Conquista de la Sierra,Conquista de la Sierra,10,Cáceres
10067,Coria,Coria,10,Cáceres
10068,Cuacos de Yuste,Cuacos de Yuste,10,Cáceres
10069,Cumbre, La,Cumbre, La,10,Cáceres
10070,Deleitosa,Deleitosa,10,Cáceres
10071,Descargamaría,Descargamaría,10,Cáceres
10072,Eljas,Eljas,10,Cáceres
10073,Escurial,Escurial,10,Cáceres
10075,Fresnedoso de Ibor,Fresnedoso de Ibor,10,Cáceres
10076,Galisteo,Galisteo,10,Cáceres
10077,Garciaz,Garciaz,10,Cáceres
10078,Garganta, La,Garganta, La,10,Cáceres
10079,Garganta la Olla,Garganta la Olla,10,Cáceres
10080,Gargantilla,Gargantilla,10,Cáceres
10081,Gargüera,Gargüera,10,Cáceres
10082,Garrovillas de Alconétar,Garrovillas de Alconétar,10,Cáceres
10083,Garvín,Garvín,10,Cáceres
10084,Gata,Gata,10,Cáceres
10085,Gordo, El,Gordo, El,10,Cáceres
10086,Granja, La,Granja, La,10,Cáceres
10087,Guadalupe,Guadalupe,10,Cáceres
10088,Guijo de Coria,Guijo de Coria,10,Cáceres
10089,Guijo de Galisteo,Guijo de Galisteo,10,Cáceres
10090,Guijo de Granadilla,Guijo de Granadilla,10,Cáceres
10091,Guijo de Santa Bárbara,Guijo de Santa Bárbara,10,Cáceres
10092,Herguijuela,Herguijuela,10,Cáceres
10093,Hernán-Pérez,Hernán-Pérez,10,Cáceres
10094,Herrera de Alcántara,Herrera de Alcántara,10,Cáceres
10095,Herreruela,Herreruela,10,Cáceres
10096,Hervás,Hervás,10,Cáceres
10097,Higuera,Higuera,10,Cáceres
10098,Hinojal,Hinojal,10,Cáceres
10099,Holguera,Holguera,10,Cáceres
10100,Hoyos,Hoyos,10,Cáceres
10101,Huélaga,Huélaga,10,Cáceres
10102,Ibahernando,Ibahernando,10,Cáceres
10103,Jaraicejo,Jaraicejo,10,Cáceres
10104,Jaraíz de la Vera,Jaraíz de la Vera,10,Cáceres
10105,Jarandilla de la Vera,Jarandilla de la Vera,10,Cáceres
10106,Jarilla,Jarilla,10,Cáceres
10107,Jerte,Jerte,10,Cáceres
10108,Ladrillar,Ladrillar,10,Cáceres
10109,Logrosán,Logrosán,10,Cáceres
10110,Losar de la Vera,Losar de la Vera,10,Cáceres
10111,Madrigal de la Vera,Madrigal de la Vera,10,Cáceres
10112,Madrigalejo,Madrigalejo,10,Cáceres
10113,Madroñera,Madroñera,10,Cáceres
10114,Majadas,Majadas,10,Cáceres
10115,Malpartida de Cáceres,Malpartida de Cáceres,10,Cáceres
10116,Malpartida de Plasencia,Malpartida de Plasencia,10,Cáceres
10117,Marchagaz,Marchagaz,10,Cáceres
10118,Mata de Alcántara,Mata de Alcántara,10,Cáceres
10119,Membrío,Membrío,10,Cáceres
10120,Mesas de Ibor,Mesas de Ibor,10,Cáceres
10121,Miajadas,Miajadas,10,Cáceres
10122,Millanes,Millanes,10,Cáceres
10123,Mirabel,Mirabel,10,Cáceres
10124,Mohedas de Granadilla,Mohedas de Granadilla,10,Cáceres
10125,Monroy,Monroy,10,Cáceres
10126,Montánchez,Montánchez,10,Cáceres
10127,Montehermoso,Montehermoso,10,Cáceres
10128,Moraleja,Moraleja,10,Cáceres
10129,Morcillo,Morcillo,10,Cáceres
10130,Navaconcejo,Navaconcejo,10,Cáceres
10131,Navalmoral de la Mata,Navalmoral de la Mata,10,Cáceres
10132,Navalvillar de Ibor,Navalvillar de Ibor,10,Cáceres
10133,Navas del Madroño,Navas del Madroño,10,Cáceres
10134,Navezuelas,Navezuelas,10,Cáceres
10135,Nuñomoral,Nuñomoral,10,Cáceres
10136,Oliva de Plasencia,Oliva de Plasencia,10,Cáceres
10137,Palomero,Palomero,10,Cáceres
10138,Pasarón de la Vera,Pasarón de la Vera,10,Cáceres
10139,Pedroso de Acim,Pedroso de Acim,10,Cáceres
10140,Peraleda de la Mata,Peraleda de la Mata,10,Cáceres
10141,Peraleda de San Román,Peraleda de San Román,10,Cáceres
10142,Perales del Puerto,Perales del Puerto,10,Cáceres
10143,Pescueza,Pescueza,10,Cáceres
10144,Pesga, La,Pesga, La,10,Cáceres
10145,Piedras Albas,Piedras Albas,10,Cáceres
10146,Pinofranqueado,Pinofranqueado,10,Cáceres
10147,Piornal,Piornal,10,Cáceres
10148,Plasencia,Plasencia,10,Cáceres
10149,Plasenzuela,Plasenzuela,10,Cáceres
10150,Portaje,Portaje,10,Cáceres
10151,Portezuelo,Portezuelo,10,Cáceres
10152,Pozuelo de Zarzón,Pozuelo de Zarzón,10,Cáceres
10153,Puerto de Santa Cruz,Puerto de Santa Cruz,10,Cáceres
10154,Rebollar,Rebollar,10,Cáceres
10155,Riolobos,Riolobos,10,Cáceres
10156,Robledillo de Gata,Robledillo de Gata,10,Cáceres
10157,Robledillo de la Vera,Robledillo de la Vera,10,Cáceres
10158,Robledillo de Trujillo,Robledillo de Trujillo,10,Cáceres
10159,Robledollano,Robledollano,10,Cáceres
10160,Romangordo,Romangordo,10,Cáceres
10161,Ruanes,Ruanes,10,Cáceres
10162,Salorino,Salorino,10,Cáceres
10163,Salvatierra de Santiago,Salvatierra de Santiago,10,Cáceres
10164,San Martín de Trevejo,San Martín de Trevejo,10,Cáceres
10165,Santa Ana,Santa Ana,10,Cáceres
10166,Santa Cruz de la Sierra,Santa Cruz de la Sierra,10,Cáceres
10167,Santa Cruz de Paniagua,Santa Cruz de Paniagua,10,Cáceres
10168,Santa Marta de Magasca,Santa Marta de Magasca,10,Cáceres
10169,Santiago de Alcántara,Santiago de Alcántara,10,Cáceres
10170,Santiago del Campo,Santiago del Campo,10,Cáceres
10171,Santibáñez el Alto,Santibáñez el Alto,10,Cáceres
10172,Santibáñez el Bajo,Santibáñez el Bajo,10,Cáceres
10173,Saucedilla,Saucedilla,10,Cáceres
10174,Segura de Toro,Segura de Toro,10,Cáceres
10175,Serradilla,Serradilla,10,Cáceres
10176,Serrejón,Serrejón,10,Cáceres
10177,Sierra de Fuentes,Sierra de Fuentes,10,Cáceres
10178,Talaván,Talaván,10,Cáceres
10179,Talaveruela de la Vera,Talaveruela de la Vera,10,Cáceres
10180,Talayuela,Talayuela,10,Cáceres
10181,Tejeda de Tiétar,Tejeda de Tiétar,10,Cáceres
10182,Toril,Toril,10,Cáceres
10183,Tornavacas,Tornavacas,10,Cáceres
10184,Torno, El,Torno, El,10,Cáceres
10185,Torrecilla de los Ángeles,Torrecilla de los Ángeles,10,Cáceres
10186,Torrecillas de la Tiesa,Torrecillas de la Tiesa,10,Cáceres
10187,Torre de Don Miguel,Torre de Don Miguel,10,Cáceres
10188,Torre de Santa María,Torre de Santa María,10,Cáceres
10189,Torrejoncillo,Torrejoncillo,10,Cáceres
10190,Torrejón el Rubio,Torrejón el Rubio,10,Cáceres
10191,Torremenga,Torremenga,10,Cáceres
10192,Torremocha,Torremocha,10,Cáceres
10193,Torreorgaz,Torreorgaz,10,Cáceres
10194,Torrequemada,Torrequemada,10,Cáceres
10195,Trujillo,Trujillo,10,Cáceres
10196,Valdastillas,Valdastillas,10,Cáceres
10197,Valdecañas de Tajo,Valdecañas de Tajo,10,Cáceres
10198,Valdefuentes,Valdefuentes,10,Cáceres
10199,Valdehúncar,Valdehúncar,10,Cáceres
10200,Valdelacasa de Tajo,Valdelacasa de Tajo,10,Cáceres
10201,Valdemorales,Valdemorales,10,Cáceres
10202,Valdeobispo,Valdeobispo,10,Cáceres
10203,Valencia de Alcántara,Valencia de Alcántara,10,Cáceres
10204,Valverde de la Vera,Valverde de la Vera,10,Cáceres
10205,Valverde del Fresno,Valverde del Fresno,10,Cáceres
10206,Viandar de la Vera,Viandar de la Vera,10,Cáceres
10207,Villa del Campo,Villa del Campo,10,Cáceres
10208,Villa del Rey,Villa del Rey,10,Cáceres
10209,Villamesías,Villamesías,10,Cáceres
10210,Villamiel,Villamiel,10,Cáceres
10211,Villanueva de la Sierra,Villanueva de la Sierra,10,Cáceres
10212,Villanueva de la Vera,Villanueva de la Vera,10,Cáceres
10213,Villar del Pedroso,Villar del Pedroso,10,Cáceres
10214,Villar de Plasencia,Villar de Plasencia,10,Cáceres
10215,Villasbuenas de Gata,Villasbuenas de Gata,10,Cáceres
10216,Zarza de Granadilla,Zarza de Granadilla,10,Cáceres
10217,Zarza de Montánchez,Zarza de Montánchez,10,Cáceres
10218,Zarza la Mayor,Zarza la Mayor,10,Cáceres
10219,Zorita,Zorita,10,Cáceres
10901,Rosalejo,Rosalejo,10,Cáceres
10902,Vegaviana,Vegaviana,10,Cáceres
10903,Alagón del Río,Alagón del Río,10,Cáceres
11001,Alcalá de los Gazules,Alcalá de los Gazules,11,Cádiz
11002,Alcalá del Valle,Alcalá del Valle,11,Cádiz
11003,Algar,Algar,11,Cádiz
11004,Algeciras,Algeciras,11,Cádiz
11005,Algodonales,Algodonales,11,Cádiz
11006,Arcos de la Frontera,Arcos de la Frontera,11,Cádiz
11007,Barbate,Barbate,11,Cádiz
11008,Barrios, Los,Barrios, Los,11,Cádiz
11009,Benaocaz,Benaocaz,11,Cádiz
11010,Bornos,Bornos,11,Cádiz
11011,Bosque, El,Bosque, El,11,Cádiz
11012,Cádiz,Cádiz,11,Cádiz
11013,Castellar de la Frontera,Castellar de la Frontera,11,Cádiz
11014,Conil de la Frontera,Conil de la Frontera,11,Cádiz
11015,Chiclana de la Frontera,Chiclana de la Frontera,11,Cádiz
11016,Chipiona,Chipiona,11,Cádiz
11017,Espera,Espera,11,Cádiz
11018,Gastor, El,Gastor, El,11,Cádiz
11019,Grazalema,Grazalema,11,Cádiz
11020,Jerez de la Frontera,Jerez de la Frontera,11,Cádiz
11021,Jimena de la Frontera,Jimena de la Frontera,11,Cádiz
11022,Línea de la Concepción, La,Línea de la Concepción, La,11,Cádiz
11023,Medina-Sidonia,Medina-Sidonia,11,Cádiz
11024,Olvera,Olvera,11,Cádiz
11025,Paterna de Rivera,Paterna de Rivera,11,Cádiz
11026,Prado del Rey,Prado del Rey,11,Cádiz
11027,Puerto de Santa María, El,Puerto de Santa María, El,11,Cádiz
11028,Puerto Real,Puerto Real,11,Cádiz
11029,Puerto Serrano,Puerto Serrano,11,Cádiz
11030,Rota,Rota,11,Cádiz
11031,San Fernando,San Fernando,11,Cádiz
11032,Sanlúcar de Barrameda,Sanlúcar de Barrameda,11,Cádiz
11033,San Roque,San Roque,11,Cádiz
11034,Setenil de las Bodegas,Setenil de las Bodegas,11,Cádiz
11035,Tarifa,Tarifa,11,Cádiz
11036,Torre Alháquime,Torre Alháquime,11,Cádiz
11037,Trebujena,Trebujena,11,Cádiz
11038,Ubrique,Ubrique,11,Cádiz
11039,Vejer de la Frontera,Vejer de la Frontera,11,Cádiz
11040,Villaluenga del Rosario,Villaluenga del Rosario,11,Cádiz
11041,Villamartín,Villamartín,11,Cádiz
11042,Zahara,Zahara,11,Cádiz
11901,Benalup-Casas Viejas,Benalup-Casas Viejas,11,Cádiz
11902,San José del Valle,San José del Valle,11,Cádiz
12001,Atzeneta del Maestrat,Atzeneta del Maestrat,12,Castellón/Castelló
12002,Aín,Aín,12,Castellón/Castelló
12003,Albocàsser,Albocàsser,12,Castellón/Castelló
12004,Alcalà de Xivert,Alcalà de Xivert,12,Castellón/Castelló
12005,Alcora, l,Alcora, l,12,Castellón/Castelló
12006,Alcudia de Veo,Alcudia de Veo,12,Castellón/Castelló
12007,Alfondeguilla,Alfondeguilla,12,Castellón/Castelló
12008,Algimia de Almonacid,Algimia de Almonacid,12,Castellón/Castelló
12009,Almazora/Almassora,Almazora/Almassora,12,Castellón/Castelló
12010,Almedíjar,Almedíjar,12,Castellón/Castelló
12011,Almenara,Almenara,12,Castellón/Castelló
12012,Altura,Altura,12,Castellón/Castelló
12013,Arañuel,Arañuel,12,Castellón/Castelló
12014,Ares del Maestrat,Ares del Maestrat,12,Castellón/Castelló
12015,Argelita,Argelita,12,Castellón/Castelló
12016,Artana,Artana,12,Castellón/Castelló
12017,Ayódar,Ayódar,12,Castellón/Castelló
12018,Azuébar,Azuébar,12,Castellón/Castelló
12020,Barracas,Barracas,12,Castellón/Castelló
12021,Betxí,Betxí,12,Castellón/Castelló
12022,Bejís,Bejís,12,Castellón/Castelló
12024,Benafer,Benafer,12,Castellón/Castelló
12025,Benafigos,Benafigos,12,Castellón/Castelló
12026,Benasal,Benasal,12,Castellón/Castelló
12027,Benicarló,Benicarló,12,Castellón/Castelló
12028,Benicasim/Benicàssim,Benicasim/Benicàssim,12,Castellón/Castelló
12029,Benlloch,Benlloch,12,Castellón/Castelló
12031,Borriol,Borriol,12,Castellón/Castelló
12032,Borriana/Burriana,Borriana/Burriana,12,Castellón/Castelló
12033,Cabanes,Cabanes,12,Castellón/Castelló
12034,Càlig,Càlig,12,Castellón/Castelló
12036,Canet lo Roig,Canet lo Roig,12,Castellón/Castelló
12037,Castell de Cabres,Castell de Cabres,12,Castellón/Castelló
12038,Castellfort,Castellfort,12,Castellón/Castelló
12039,Castellnovo,Castellnovo,12,Castellón/Castelló
12040,Castellón de la Plana/Castelló de la Plana,Castellón de la Plana/Castelló de la Plana,12,Castellón/Castelló
12041,Castillo de Villamalefa,Castillo de Villamalefa,12,Castellón/Castelló
12042,Catí,Catí,12,Castellón/Castelló
12043,Caudiel,Caudiel,12,Castellón/Castelló
12044,Cervera del Maestre,Cervera del Maestre,12,Castellón/Castelló
12045,Cinctorres,Cinctorres,12,Castellón/Castelló
12046,Cirat,Cirat,12,Castellón/Castelló
12048,Cortes de Arenoso,Cortes de Arenoso,12,Castellón/Castelló
12049,Costur,Costur,12,Castellón/Castelló
12050,Coves de Vinromà, les,Coves de Vinromà, les,12,Castellón/Castelló
12051,Culla,Culla,12,Castellón/Castelló
12052,Chert/Xert,Chert/Xert,12,Castellón/Castelló
12053,Chilches/Xilxes,Chilches/Xilxes,12,Castellón/Castelló
12055,Chodos/Xodos,Chodos/Xodos,12,Castellón/Castelló
12056,Chóvar,Chóvar,12,Castellón/Castelló
12057,Eslida,Eslida,12,Castellón/Castelló
12058,Espadilla,Espadilla,12,Castellón/Castelló
12059,Fanzara,Fanzara,12,Castellón/Castelló
12060,Figueroles,Figueroles,12,Castellón/Castelló
12061,Forcall,Forcall,12,Castellón/Castelló
12063,Fuente la Reina,Fuente la Reina,12,Castellón/Castelló
12064,Fuentes de Ayódar,Fuentes de Ayódar,12,Castellón/Castelló
12065,Gaibiel,Gaibiel,12,Castellón/Castelló
12067,Geldo,Geldo,12,Castellón/Castelló
12068,Herbés,Herbés,12,Castellón/Castelló
12069,Higueras,Higueras,12,Castellón/Castelló
12070,Jana, la,Jana, la,12,Castellón/Castelló
12071,Jérica,Jérica,12,Castellón/Castelló
12072,Lucena del Cid,Lucena del Cid,12,Castellón/Castelló
12073,Ludiente,Ludiente,12,Castellón/Castelló
12074,Llosa, la,Llosa, la,12,Castellón/Castelló
12075,Mata de Morella, la,Mata de Morella, la,12,Castellón/Castelló
12076,Matet,Matet,12,Castellón/Castelló
12077,Moncofa,Moncofa,12,Castellón/Castelló
12078,Montán,Montán,12,Castellón/Castelló
12079,Montanejos,Montanejos,12,Castellón/Castelló
12080,Morella,Morella,12,Castellón/Castelló
12081,Navajas,Navajas,12,Castellón/Castelló
12082,Nules,Nules,12,Castellón/Castelló
12083,Olocau del Rey,Olocau del Rey,12,Castellón/Castelló
12084,Onda,Onda,12,Castellón/Castelló
12085,Oropesa del Mar/Orpesa,Oropesa del Mar/Orpesa,12,Castellón/Castelló
12087,Palanques,Palanques,12,Castellón/Castelló
12088,Pavías,Pavías,12,Castellón/Castelló
12089,Peníscola/Peñíscola,Peníscola/Peñíscola,12,Castellón/Castelló
